dataset_file,dataset_name,download_url,profile_url,n_rows_original,n_rows_used,n_columns_original,n_features_after_encoding,n_features_raw,n_classes,is_binary,majority_class_fraction,label_column,error,missing_values,n_jobs,parallel_cli_version,pycol_C1,pycol_C2,pycol_CM,pycol_Clust,pycol_D3_value,pycol_DBC,pycol_F1,pycol_F1v,pycol_F2,pycol_F3,pycol_F4,pycol_ICSV,pycol_LSC,pycol_MRCA,pycol_N1,pycol_N2,pycol_N3,pycol_N4,pycol_NSG,pycol_ONB,pycol_R_value,pycol_SI,pycol_T1,pycol_borderline,pycol_deg_overlap,pycol_distance_matrix_skipped,pycol_heom_parallel,pycol_input_noise,pycol_kDN,pycol_matrix_dtype,pycol_matrix_mode,pycol_matrix_storage,pycol_metrics_preset,pycol_neighbourhood_separability,pycol_purity,pycol_sequential_large_n,pycol_skip_distance_matrix,pymfe_groups_used,source,n_jobs_requested,n_jobs_note,pycol_heom_unnorm_skipped,pycol_metrics_parallel_shared,pycol_metric_workers,pycol_auto_parallel,pycol_heom_workers,pycol_metric_workers_requested,pycol_metrics_failed,error_traceback
allbp.csv,allbp.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/allbp/allbp.tsv.gz,https://epistasislab.github.io/pmlb/profile/allbp.html,3772.0,3772.0,30.0,29.0,,3.0,,,target,,impute_median,79.0,1.9.0,0.0421659597030752,0.2931333772172525,0.034729586426299,0.0800636267232237,43.66666666666666,0.8083623693379791,0.9175929233812364,0.0636318373977755,0.0,0.3063316674053001,0.23769634317951,,0.9741629594185656,0.0207922154782058,0.0644220572640509,0.2315259373566993,0.038441145281018,0.0509013785790031,,0.4588539304768865,0.5448064262475246,0.961558854718982,,0.0214740190880169,0.1010074231177094,,True,0.1206439463195231,0.0448038176033934,float64,dist,ram,all,0.0419161233043137,0.0711494970275803,,0.0,,csv,0.0,"auto load1=0.3, cpus=80, idle≈79",1.0,1.0,2.0,1.0,79.0,2.0,,
allhyper.csv,allhyper.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/allhyper/allhyper.tsv.gz,https://epistasislab.github.io/pmlb/profile/allhyper.html,3771.0,3771.0,30.0,29.0,,4.0,,,target,,impute_median,58.0,1.9.0,0.0269079819676478,0.2827760784885945,0.0204189870060991,0.0493237867939538,19.25,,0.9010899380058948,0.0475726985386695,0.0,0.4805448557838119,0.0051141415488574,,0.9441717735757984,,0.0437549721559268,0.2008847516359951,0.0251922566958366,0.0424290639087775,,,0.3893340951420124,0.9748077433041632,,0.0201538053566693,0.0670909573057544,,True,0.0712363256186809,0.028268363829223,float64,dist,ram,all,0.0424901134542434,0.0702255638218248,,0.0,,csv,0.0,"auto load1=21.1, cpus=80, idle≈58",1.0,1.0,17.0,1.0,58.0,1.0,MRCA,
allhypo.csv,allhypo.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/allhypo/allhypo.tsv.gz,https://epistasislab.github.io/pmlb/profile/allhypo.html,3770.0,3770.0,30.0,29.0,,3.0,,,target,,impute_median,79.0,1.9.0,0.0884668435013262,0.3295534170050791,0.0689655172413793,0.1334217506631299,86.66666666666667,0.8707627118644068,0.9691104935854404,0.1906084087945323,0.0,1.6719290229580448,0.4413071116063217,,0.9865875366744296,0.1673949253960986,0.129708222811671,0.2752361647928343,0.0795755968169761,0.1074270557029177,,0.502635852462966,0.4491015221884784,0.920424403183024,,0.0519893899204244,0.209814323607427,,True,0.1343882435440105,0.0919363395225466,float64,dist,ram,all,0.0401608148413537,0.0717514935148405,,0.0,,csv,0.0,"auto load1=0.3, cpus=80, idle≈79",1.0,1.0,2.0,1.0,74.0,2.0,,
allrep.csv,allrep.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/allrep/allrep.tsv.gz,https://epistasislab.github.io/pmlb/profile/allrep.html,3772.0,3772.0,30.0,29.0,,4.0,,,target,,impute_median,79.0,1.9.0,0.0362857900318133,0.2900095543904532,0.0320784729586426,0.052492046659597,30.25,0.8808290155440415,0.9380194369936686,0.0827474889647162,0.0,2.025929331525992,0.0662083149345764,,0.8245380371526985,0.1171451794879794,0.0516967126193001,0.1656899613540103,0.0336691410392364,0.0328738069989395,,0.5979756464832896,0.300058178224623,0.9663308589607637,,0.0304878048780487,0.0803287380699894,,True,0.0892739605806852,0.0375397667020148,float64,dist,ram,all,0.0410810634968874,0.0702573698065488,,0.0,,csv,0.0,"auto load1=0.3, cpus=80, idle≈79",1.0,1.0,2.0,1.0,79.0,2.0,,
analcatdata_aids.csv,analcatdata_aids.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/analcatdata_aids/analcatdata_aids.tsv.gz,https://epistasislab.github.io/pmlb/profile/analcatdata_aids.html,50.0,50.0,5.0,4.0,4.0,2.0,True,0.5,target,,impute_median,79.0,1.9.0,0.6041999999999998,0.7261932478187003,0.66,0.82,16.5,1.0,0.9356883573255464,0.5405514015335837,0.1833684995101279,0.76,0.66,1289317194010.3162,0.9736,0.1661194063561884,0.86,0.6765059819213259,0.82,0.22,1.2195121951219512,0.8200000000000001,0.6599999999999999,0.18,1.0,0.9,1.0,,,0.73,0.5359999999999999,float64,dist,ram,cheap,0.0199092504041791,0.1483015685747928,,False,,csv,0.0,"auto load1=0.3, cpus=80, idle≈79",,,,,,,,
analcatdata_asbestos.csv,analcatdata_asbestos.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/analcatdata_asbestos/analcatdata_asbestos.tsv.gz,https://epistasislab.github.io/pmlb/profile/analcatdata_asbestos.html,83.0,83.0,4.0,3.0,3.0,2.0,True,0.5542168674698795,target,,impute_median,79.0,1.9.0,0.2717670682730924,0.3200371377575929,0.2650602409638554,0.3493975903614458,11.0,0.9615384615384616,0.6264648455592131,0.2665447027152852,0.885185182094574,0.9879518072289156,0.9879518072289156,,0.9403396719407752,0.2313602368143771,0.4578313253012048,0.3099057802083018,0.2289156626506024,0.2289156626506024,3.1923076923076925,0.3169800235017626,0.2713674911160506,0.7710843373493976,0.3855421686746988,0.2771084337349397,0.6144578313253012,,,0.321285140562249,0.2915662650602409,float64,dist,ram,cheap,0.0236739498889606,0.1076936431177629,,False,,csv,0.0,"auto load1=0.3, cpus=80, idle≈79",,,,,,,,
analcatdata_authorship.csv,analcatdata_authorship.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/analcatdata_authorship/analcatdata_authorship.tsv.gz,https://epistasislab.github.io/pmlb/profile/analcatdata_authorship.html,841.0,841.0,71.0,70.0,,4.0,,,target,,impute_median,58.0,1.9.0,0.0072770511296076,0.99919718193644,0.0035671819262782,0.0618311533888228,0.75,,0.7126949307321063,0.0114470387962782,2.8227912986977255e-13,0.5509909993014181,0.0,,0.9320213606756014,,0.0142687277051129,0.4389233144382709,0.0035671819262782,0.0,,,0.000545051628375,0.9964328180737216,,0.0118906064209274,0.0356718192627824,,True,0.3843638525564803,0.0102259215219976,float64,dist,ram,all,0.0465763451347429,0.1051734712491227,,0.0,,csv,0.0,"auto load1=21.0, cpus=80, idle≈58",1.0,1.0,17.0,1.0,58.0,1.0,MRCA,
analcatdata_bankruptcy.csv,analcatdata_bankruptcy.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/analcatdata_bankruptcy/analcatdata_bankruptcy.tsv.gz,https://epistasislab.github.io/pmlb/profile/analcatdata_bankruptcy.html,50.0,50.0,7.0,6.0,6.0,2.0,True,0.5,target,,impute_median,79.0,1.9.0,0.2115333333333333,0.4420133090981903,0.2,0.24,5.0,0.8333333333333334,0.7666618306977361,0.1835088155689804,0.0009027806729922,0.38,0.0,41578.26310075776,0.9104,0.1698346999746268,0.3,0.4009107440835726,0.1,0.16,4.166666666666667,0.24,0.2,0.9,0.96,0.36,0.62,,,0.6866666666666666,0.2760000000000001,float64,dist,ram,cheap,0.0280520788110298,0.1137893336847828,,False,,csv,0.0,"auto load1=0.7, cpus=80, idle≈79",,,,,,,,
analcatdata_boxing1.csv,analcatdata_boxing1.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/analcatdata_boxing1/analcatdata_boxing1.tsv.gz,https://epistasislab.github.io/pmlb/profile/analcatdata_boxing1.html,120.0,120.0,4.0,3.0,3.0,2.0,True,0.65,target,,impute_median,79.0,1.9.0,0.3629999999999999,0.4288731793093668,0.3,0.425,18.0,0.9285714285714286,0.936063256774142,0.6750047564035454,0.7272727489471436,0.75,0.75,3.826576492523017,0.9780555555555556,0.2986025370503724,0.5916666666666667,0.4498169680350478,0.3416666666666667,0.35,2.857142857142857,0.3791208791208791,0.3703296703296703,0.6583333333333333,0.8,0.525,0.9,,,0.4972222222222222,0.4066666666666665,float64,dist,ram,cheap,0.0221539816425945,0.0919282459048264,,False,,csv,0.0,"auto load1=0.7, cpus=80, idle≈79",,,,,,,,
analcatdata_boxing2.csv,analcatdata_boxing2.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/analcatdata_boxing2/analcatdata_boxing2.tsv.gz,https://epistasislab.github.io/pmlb/profile/analcatdata_boxing2.html,132.0,132.0,4.0,3.0,3.0,2.0,True,0.5378787878787878,target,,impute_median,79.0,1.9.0,0.4426262626262626,0.5023596338917816,0.3560606060606061,0.5227272727272727,23.5,0.9846153846153848,0.928075933664536,0.6526721978546581,1.0,1.0,1.0,2.7240603714477203,0.9828971533516988,0.3050364010501225,0.696969696969697,0.4820809288957381,0.5,0.3257575757575757,2.0307692307692307,0.4935349803740475,0.3774882279269257,0.5,0.8863636363636364,0.4393939393939394,0.9090909090909092,,,0.5505050505050505,0.415151515151515,float64,dist,ram,cheap,0.0206054291992652,0.1517661184372197,,False,,csv,0.0,"auto load1=0.7, cpus=80, idle≈79",,,,,,,,
analcatdata_creditscore.csv,analcatdata_creditscore.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/analcatdata_creditscore/analcatdata_creditscore.tsv.gz,https://epistasislab.github.io/pmlb/profile/analcatdata_creditscore.html,100.0,100.0,7.0,6.0,6.0,2.0,True,0.73,target,,impute_median,79.0,1.9.0,0.2418,0.3693773534277686,0.26,0.26,13.0,0.7307692307692307,0.8705913778960012,0.273747792154576,0.0,0.28,0.0,38854395.445558175,0.933,0.2412523039169669,0.34,0.3960705927472163,0.19,0.12,3.8461538461538463,0.341451040081177,0.5862709284627092,0.81,0.97,0.27,0.58,,,0.3283333333333333,0.2739999999999999,float64,dist,ram,cheap,0.0305168634837447,0.0929035585568971,,False,,csv,0.0,"auto load1=0.7, cpus=80, idle≈79",,,,,,,,
analcatdata_cyyoung8092.csv,analcatdata_cyyoung8092.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/analcatdata_cyyoung8092/analcatdata_cyyoung8092.tsv.gz,https://epistasislab.github.io/pmlb/profile/analcatdata_cyyoung8092.html,97.0,97.0,11.0,10.0,10.0,2.0,True,0.7525773195876289,target,,impute_median,79.0,1.9.0,0.3047079037800687,0.5569300684490415,0.2989690721649484,0.3917525773195876,14.5,0.7631578947368421,0.7522729170572985,0.2017091612910411,0.0375752361742742,0.5876288659793815,0.2268041237113402,104647158.56722344,0.9369752364757148,0.130035700107838,0.4432989690721649,0.4185585902607712,0.2886597938144329,0.1546391752577319,2.5526315789473686,0.5539383561643836,0.7135880054606224,0.711340206185567,0.9896907216494846,0.3195876288659793,0.6288659793814433,,,0.5927835051546392,0.3113402061855669,float64,dist,ram,cheap,0.0327806288059076,0.0965849347270217,,False,,csv,0.0,"auto load1=0.7, cpus=80, idle≈79",,,,,,,,
analcatdata_cyyoung9302.csv,analcatdata_cyyoung9302.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/analcatdata_cyyoung9302/analcatdata_cyyoung9302.tsv.gz,https://epistasislab.github.io/pmlb/profile/analcatdata_cyyoung9302.html,92.0,92.0,11.0,10.0,10.0,2.0,True,0.7934782608695652,target,,impute_median,79.0,1.9.0,0.1935507246376811,0.4863085180251189,0.1521739130434782,0.2717391304347826,7.0,0.8,0.6925187909046744,0.1629137840031941,0.0882381421759593,0.7065217391304348,0.25,3846275.38024828,0.8974480151228733,0.1129333392591812,0.2934782608695652,0.3544456955201078,0.1739130434782608,0.1195652173913043,3.68,0.4242970439798125,0.4289363969781511,0.8260869565217391,1.0,0.1304347826086956,0.5434782608695652,,,0.5782608695652174,0.2086956521739131,float64,dist,ram,cheap,0.0358214773166601,0.0927542732440065,,False,,csv,0.0,"auto load1=0.7, cpus=80, idle≈79",,,,,,,,
analcatdata_dmft.csv,analcatdata_dmft.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/analcatdata_dmft/analcatdata_dmft.tsv.gz,https://epistasislab.github.io/pmlb/profile/analcatdata_dmft.html,797.0,797.0,5.0,4.0,,6.0,,,target,,impute_median,79.0,1.9.0,0.8175198661647846,0.8239937267684824,0.9196988707653702,0.9698870765370138,122.16666666666669,0.9608610567514676,0.970628489560854,0.8064458574916409,1.0,3.0079018699872235,1.0,,0.9997386686901476,0.2826302356041365,0.9071518193224593,0.8203110912599703,0.8318695106649937,0.7440401505646174,,0.6415393156127239,0.060331927539973,0.1681304893350062,,0.1894604767879548,0.9924717691342536,,True,0.1487871183605185,0.8148055207026341,float64,dist,ram,all,0.0067704835909559,0.1462508307014919,,0.0,,csv,0.0,"auto load1=0.7, cpus=80, idle≈79",1.0,1.0,2.0,1.0,79.0,2.0,,
analcatdata_fraud.csv,analcatdata_fraud.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/analcatdata_fraud/analcatdata_fraud.tsv.gz,https://epistasislab.github.io/pmlb/profile/analcatdata_fraud.html,42.0,42.0,12.0,11.0,11.0,2.0,True,0.6904761904761905,target,,impute_median,58.0,1.9.0,0.3869841269841269,1.0,0.2857142857142857,0.4047619047619047,6.0,0.8333333333333334,0.9079047755215588,0.2048971911668043,0.2857142984867096,0.8809523809523809,0.8809523809523809,99.80324993912252,0.9172335600907028,,0.4523809523809524,0.4810157230616957,0.4047619047619047,0.1428571428571428,3.5,0.3554376657824933,0.5524820007578628,0.5952380952380952,1.0,0.3333333333333333,0.7857142857142857,,True,0.0281385281385281,0.3714285714285714,float64,dist,ram,cheap,0.0416476593670628,0.1094087102702799,,False,,csv,0.0,"auto load1=21.0, cpus=80, idle≈58",1.0,,,1.0,58.0,1.0,MRCA,
analcatdata_germangss.csv,analcatdata_germangss.csv,https://raw.githubusercontent.com/EpistasisLab/penn-ml-benchmarks/master/datasets/analcatdata_germangss/analcatdata_germangss.tsv.gz,https://epistasislab.github.io/pmlb/profile/analcatdata_germangss.html,400.0,400.0,6.0,5.0,,4.0,,,target,,impute_median,79.0,1.9.0,0.8981416666666661,0.925578046924718,0.955,0.96,95.5,1.0,0.9543996834702576,0.6201690054785499,0.3247201812481582,1.731666666666667,0.8925,,0.997925,0.2398965494783202,0.9575,0.8543728999911544,0.9525,0.5225,,0.96,0.0616666666666666,0.0475,,0.2225,1.0,,True,0.1855,0.8079999999999995,float64,dist,ram,all,0.0085121245905877,0.1577417030390154,,0.0,,csv,0.0,"auto load1=0.7, cpus=80, idle≈79",1.0,1.0,2.0,1.0,79.0,2.0,,
