dataset_file,error,label_column,n_rows,n_columns_total,n_features_raw,n_rows_used_after_cleaning,n_features_used_after_encoding,n_classes,majority_class_fraction,is_binary,pymfe_groups_used,pycol_F1,pycol_F1v,pycol_F2,pycol_F3,pycol_F4,pycol_input_noise,pycol_R_value,pycol_deg_overlap,pycol_N3,pycol_SI,pycol_N4,pycol_kDN,pycol_D3_value,pycol_CM,pycol_N1,pycol_T1,pycol_Clust,pycol_ONB,pycol_LSC,pycol_DBC,pycol_N2,pycol_NSG,pycol_ICSV,pycol_MRCA,pycol_C1,pycol_C2,pycol_purity,pycol_neighbourhood_separability,pycol_borderline
appendicitis.csv,,target,106,8,7,106,7,2,0.8018867924528302,True,,0.6329670596457904,0.21349584900993795,0.0446421027042825,0.7075471698113207,0.2641509433962264,0.862533692722372,0.3553194862850801,0.46226415094339623,0.19811320754716982,0.8018867924528302,0.16981132075471697,0.19811320754716985,7.0,0.1320754716981132,0.29245283018867924,0.9811320754716981,0.24528301886792453,0.32044817927170866,0.9114453542185831,0.9583333333333334,0.38978338152059205,4.416666666666667,2881034.2707703584,0.24676044307551845,0.19229559748427671,0.33889632899758193,0.08210924528950374,0.02348437146545605,0.11320754716981132
hepatitis.csv,,target,155,20,19,155,19,2,0.7935483870967742,True,,0.8469042424636846,0.16207164938260954,0.0,0.8258064516129032,0.567741935483871,0.5008488964346349,0.48459710201940726,0.45806451612903226,0.18064516129032257,0.8193548387096774,0.05806451612903226,0.19999999999999993,13.5,0.17419354838709677,0.2709677419354839,1.0,0.2645161290322581,0.3706808943089431,0.9391883454734652,0.775,0.4298231636247311,3.875,2522851310.6007595,0.02742871840094063,0.18774193548387094,0.8335074970025028,0.09872032093915806,0.04072666027204999,0.18064516129032257
mux6.csv,,target,128,7,6,128,6,2,0.5,True,,0.9215686274509803,0.43243243243243246,1.0,1.0,1.0,0.0,0.046875,0.921875,0.0,1.0,0.15625,0.2812499999999999,3.0,0.046875,0.421875,0.5,0.5,0.125,0.984375,0.9375,0.0,8.0,0.774036826396788,,0.18619791666666669,0.5433333333333333,0.0919033176455756,0.027069133239708342,0.4375
analcatdata_cyyoung9302.csv,,target,92,11,10,92,10,2,0.7934782608695652,True,,0.6925187909046744,0.16291378400319417,0.08823814217595932,0.7065217391304348,0.25,0.5782608695652174,0.42893639697815117,0.5434782608695652,0.17391304347826086,0.8260869565217391,0.11956521739130435,0.2086956521739131,7.0,0.15217391304347827,0.29347826086956524,1.0,0.2717391304347826,0.42429704397981255,0.8974480151228733,0.8,0.3544456955201078,3.68,3846275.38024828,0.11293333925918121,0.19355072463768114,0.48630851802511893,0.09275427324400658,0.035821477316660195,0.13043478260869565
postoperative_patient_data.csv,,target,88,9,8,88,8,2,0.7272727272727273,True,,0.9834052324810383,0.7566841309497381,0.375,0.9772727272727273,0.9659090909090909,0.2585227272727273,0.7528409090909092,0.9318181818181818,0.45454545454545453,0.5454545454545454,0.2727272727272727,0.4409090909090908,15.0,0.3409090909090909,0.6022727272727273,0.7613636363636364,0.6477272727272727,0.6588541666666667,0.9770144628099173,0.9130434782608695,0.4872168991698621,1.9130434782608696,,0.17529745608449313,0.43988636363636363,0.7155964991791526,0.10224243972125713,0.03046855913620194,0.38636363636363635
analcatdata_creditscore.csv,,target,100,7,6,100,6,2,0.73,True,,0.8705913778960012,0.273747792154576,0.0,0.28,0.0,0.3283333333333333,0.5862709284627092,0.58,0.19,0.81,0.12,0.27399999999999997,13.0,0.26,0.34,0.97,0.26,0.34145104008117705,0.933,0.7307692307692307,0.3960705927472163,3.8461538461538463,38854395.445558175,0.24125230391696695,0.24180000000000004,0.3693773534277686,0.09290355855689714,0.030516863483744702,0.27
analcatdata_cyyoung8092.csv,,target,97,11,10,97,10,2,0.7525773195876289,True,,0.7522729170572985,0.2017091612910411,0.037575236174274204,0.5876288659793815,0.2268041237113402,0.5927835051546392,0.7135880054606224,0.6288659793814433,0.28865979381443296,0.711340206185567,0.15463917525773196,0.31134020618556696,14.5,0.29896907216494845,0.44329896907216493,0.9896907216494846,0.3917525773195876,0.5539383561643836,0.9369752364757147,0.7631578947368421,0.4185585902607712,2.5526315789473686,104647158.56722344,0.13003570010783802,0.30470790378006873,0.5569300684490415,0.09658493472702177,0.032780628805907604,0.31958762886597936
analcatdata_boxing1.csv,,target,120,4,3,120,3,2,0.65,True,,0.9360632567741421,0.6750047564035454,0.7272727489471436,0.75,0.75,0.49722222222222223,0.37032967032967035,0.9,0.3416666666666667,0.6583333333333333,0.35,0.4066666666666665,18.0,0.3,0.5916666666666667,0.8,0.425,0.3791208791208791,0.9780555555555556,0.9285714285714286,0.44981696803504784,2.857142857142857,3.826576492523017,0.2986025370503724,0.3629999999999999,0.4288731793093668,0.09192824590482647,0.02215398164259454,0.525
analcatdata_boxing2.csv,,target,132,4,3,132,3,2,0.5378787878787878,True,,0.928075933664536,0.6526721978546581,1.0,1.0,1.0,0.5505050505050505,0.3774882279269257,0.9090909090909091,0.5,0.5,0.32575757575757575,0.41515151515151505,23.5,0.3560606060606061,0.696969696969697,0.8863636363636364,0.5227272727272727,0.4935349803740475,0.9828971533516988,0.9846153846153847,0.48208092889573817,2.0307692307692307,2.7240603714477203,0.3050364010501225,0.4426262626262626,0.5023596338917816,0.15176611843721977,0.020605429199265283,0.4393939393939394
prnn_crabs.csv,,target,200,8,7,200,7,2,0.5,True,,0.849939001877351,0.019490724812403198,0.383666191217507,0.92,0.605,0.8164285714285714,0.045000000000000005,0.265,0.03,0.97,0.145,0.09600000000000002,4.5,0.045,0.095,1.0,0.17,0.165,0.948175,0.8484848484848485,0.2324937495225387,6.0606060606060606,34269.295598915414,0.20299508110390607,0.059866666666666665,0.1316839667529899,0.12431872013414506,0.028468487474755805,0.12
haberman.csv,,target,306,4,3,306,3,2,0.7352941176470589,True,,0.9438539090282857,0.6654076871256419,0.7177068267574498,0.9705882352941176,0.9673202614379085,0.7843137254901961,0.6490486564996368,0.7222222222222222,0.35294117647058826,0.6470588235294118,0.27124183006535946,0.34836601307189546,47.5,0.3104575163398693,0.5359477124183006,0.8627450980392157,0.4477124183006536,0.5316049382716049,0.9859028578751762,0.9302325581395349,0.42973126472556095,2.372093023255814,,0.34280917379720005,0.34320261437908495,0.38366317518367465,0.07273222207292732,0.028608735276282108,0.2908496732026144
prnn_synth.csv,,target,250,3,2,250,2,2,0.5,True,,0.5848731550130951,0.18746510489719104,0.30033395298327115,0.756,0.632,0.766,0.16799999999999998,0.4,0.128,0.872,0.16,0.18479999999999996,21.0,0.168,0.224,0.916,0.192,0.192,0.933424,0.9583333333333334,0.2015283835291382,5.208333333333333,5730.140432547652,0.24914321152684238,0.15595999999999996,0.186442773042164,0.09175638736870441,0.026446026963751014,0.192
wine.csv,,class,178,14,13,178,13,3,0.398876404494382,False,,0.5362072257143591,0.027274752061832327,2.035426355208124e-05,0.24494720965309202,0.0,0.4314318640161337,0.02000409950907051,0.17415730337078653,0.05056179775280899,0.949438202247191,0.011235955056179775,0.0651685393258427,3.0,0.05056179775280899,0.11797752808988764,1.0,0.11235955056179775,0.08847079653059602,0.8592665067541977,0.4117647058823529,0.36497638633367213,10.470588235294118,520.4623010324259,0.05249957457336443,0.053295880149812735,0.4267371190518855,0.09868712830136983,0.03925312322759282,0.056179775280898875
biomed.csv,,target,209,9,8,209,8,2,0.6411483253588517,True,,0.7736128057856685,0.15746677764343625,0.0014661937693304901,0.6698564593301436,0.10047846889952153,0.7924641148325359,0.2180428003523054,0.45454545454545453,0.10526315789473684,0.8947368421052632,0.09090909090909091,0.1894736842105263,15.5,0.14832535885167464,0.23444976076555024,0.9952153110047847,0.23444976076555024,0.22955223880597014,0.9567088665552529,0.7777777777777778,0.3736209786777126,4.644444444444445,44818.9062587755,0.14133006432947748,0.15607655502392348,0.3905304658205188,0.12040634970542399,0.026040466073741966,0.15789473684210525
analcatdata_lawsuit.csv,,target,264,5,4,264,4,2,0.928030303030303,True,,0.5051376191362029,0.138015257062189,0.1003695514059862,0.26515151515151514,0.07954545454545454,0.33238636363636365,0.24539351625817787,0.09848484848484848,0.041666666666666664,0.9583333333333334,0.01893939393939394,0.04242424242424242,4.5,0.03409090909090909,0.056818181818181816,0.9090909090909091,0.05303030303030303,0.19849624060150375,0.6693784435261708,0.7142857142857143,0.11286166505869444,18.857142857142858,8511.623634349085,0.1583581847133262,0.04106060606060606,0.11956450717978154,0.07095259394223198,0.02356011352315601,0.07196969696969698
molecular_biology_promoters.csv,,target,106,58,57,106,57,2,0.5,True,,0.9470937575337361,0.05061667485551003,0.6666666567325592,0.8584905660377359,0.8584905660377359,0.4543197616683218,0.16037735849056606,0.7641509433962265,0.27358490566037735,0.7264150943396226,0.0,0.27358490566037735,8.5,0.16037735849056603,0.37735849056603776,1.0,0.3867924528301887,0.37735849056603776,0.9618191527233891,0.725,0.48206873375345144,2.65,1.1494692714614556e+21,,0.26713836477987424,1.0,0.0919033176455756,0.04268903053168418,0.3584905660377358
backache.csv,,target,180,33,32,180,32,2,0.8611111111111112,True,,0.9464403165242373,0.1972227154334,0.0,0.8277777777777777,0.6111111111111112,0.23663194444444444,0.7613620071684588,0.46111111111111114,0.21666666666666667,0.7833333333333333,0.12777777777777777,0.19555555555555548,13.0,0.14444444444444443,0.31666666666666665,1.0,0.3055555555555556,0.52,0.884320987654321,0.8076923076923077,0.42611628709603055,3.4615384615384617,3.3251282020536716e+24,,0.2013333333333333,0.848566444535435,0.0866012023194445,0.04312378454614496,0.1111111111111111
processed.cleveland.csv,,class,303,14,13,303,20,5,0.5412541254125413,False,,0.8888504960475165,0.2182319780265578,0.0,2.750694127968166,0.46157621653567,0.10420792079207923,0.09505997953467708,0.7194719471947195,0.4521452145214521,0.5478547854785478,0.297029702970297,0.466006600660066,31.0,0.5115511551155115,0.5676567656765676,1.0,0.5148514851485149,0.7285765995522093,0.9794028907841279,0.967948717948718,0.48743968652971315,1.9423076923076923,4.597665995877502e+21,0.08278141378055062,0.4566776677667767,0.7568485557732695,0.1177303883077062,0.03375511210078154,0.25742574257425743
spect.csv,,target,267,23,22,267,22,2,0.7940074906367042,True,,0.8347232713403779,0.29592398735387154,0.0,0.8576779026217228,0.7902621722846442,0.0,0.432400215853682,0.6292134831460674,0.2696629213483146,0.7303370786516854,0.20224719101123595,0.2711610486891386,28.5,0.21348314606741572,0.3258426966292135,0.7790262172284644,0.4606741573033708,0.2478559176672384,0.9741755390032123,0.9166666666666666,0.4396563814866156,5.5625,,0.22694694694694698,0.2773283395755306,0.9189762796504368,0.09175697387019638,0.038010946105818094,0.3295880149812734
breast_cancer.csv,,target,286,10,9,286,9,2,0.7027972027972028,True,,0.9319686084018459,0.5364365817551126,0.6399999952316284,0.9965034965034965,0.993006993006993,0.4654234654234654,0.5008599536255374,0.7657342657342657,0.3006993006993007,0.6993006993006993,0.28321678321678323,0.3489510489510489,38.5,0.2692307692307692,0.45104895104895104,0.8881118881118881,0.46503496503496505,0.4877085162423178,0.9857939263533669,0.8512396694214877,0.42768122471369013,2.3636363636363638,,0.20574132154452943,0.33255244755244756,0.5448873571305346,0.11583234544195661,0.03066758158210426,0.3321678321678322
sonar.csv,,target,208,61,60,208,60,2,0.5336538461538461,True,,0.922448546394788,0.13289942315128228,1.0453393242502734e-06,0.9471153846153846,0.0,0.9692307692307692,0.1853549128033664,0.46153846153846156,0.125,0.875,0.11057692307692307,0.20480769230769225,18.5,0.1778846153846154,0.28846153846153844,1.0,0.2644230769230769,0.2569889477105972,0.9664154955621301,0.6538461538461539,0.425681715185708,4.0,1.0684935868274236e+48,0.03483245149911817,0.16908653846153843,0.879235659073166,0.09747321438703976,0.041714983786018456,0.20673076923076922
bupa.csv,,target,345,6,5,345,5,2,0.5101449275362319,True,,0.9416560189342681,0.7014233948857258,0.28694725042045793,0.9855072463768116,0.9478260869565217,0.9878260869565217,0.4513696587693244,0.9304347826086956,0.5130434782608696,0.48695652173913045,0.34202898550724636,0.46144927536231894,78.0,0.45217391304347826,0.6666666666666666,0.9855072463768116,0.5565217391304348,0.5562802582033352,0.9930686830497795,0.9010416666666666,0.48575821343218134,1.796875,672441.6531904939,0.2691161027015187,0.47567149758454114,0.5350485732219459,0.1468305801387686,0.022833743145487657,0.5681159420289855
ionosphere.csv,,target,351,35,34,351,34,2,0.6410256410256411,True,,0.9161296379674847,0.12438553561778014,0.0,0.8091168091168092,0.0,0.7559912854030502,0.242002442002442,0.29914529914529914,0.13105413105413105,0.8689458689458689,0.1396011396011396,0.16011396011396017,25.5,0.1452991452991453,0.23076923076923078,0.9715099715099715,0.23931623931623933,0.29698412698412696,0.9086939229389371,0.7777777777777778,0.3868173634112014,4.333333333333333,1.9157604706070427e+37,0.12462593136966944,0.14460588793922127,0.5689162526814953,0.1056222174442248,0.04026142676625017,0.08831908831908832
saheart.csv,,target,462,10,9,462,9,2,0.6536796536796536,True,,0.8904999235012931,0.4239397002901329,0.3589539369768228,0.9502164502164502,0.9090909090909091,0.8186628186628186,0.4511938806226885,0.7640692640692641,0.354978354978355,0.645021645021645,0.27056277056277056,0.3649350649350651,75.0,0.3246753246753247,0.5,0.9978354978354979,0.4393939393939394,0.47274420529801325,0.9897396975319053,0.896551724137931,0.4698798725846498,2.2758620689655173,14498392.049056241,0.21233487920530927,0.35516594516594524,0.5127740774235232,0.11865999374592578,0.026862966019303342,0.3939393939393939
irish.csv,,target,500,6,5,500,5,2,0.556,True,,0.8572186380205983,0.31024975772384084,0.2799999908357858,0.556,0.0,0.5344,0.03509987685527254,0.1,0.026,0.974,0.14,0.044,9.0,0.036,0.07,0.872,0.076,0.07832652796681575,0.938372,0.6578947368421053,0.153489973323931,13.157894736842104,365.795656535318,0.16557032220546689,0.03673333333333333,0.13092947387970236,0.12099368032648272,0.02965134582078296,0.024
threeOf9.csv,,target,512,10,9,512,9,2,0.53515625,True,,0.9034224999163692,0.2255575066541016,1.0,1.0,1.0,0.0,0.04852562603508557,0.68359375,0.201171875,0.798828125,0.17578125,0.2093750000000001,13.0,0.05078125,0.310546875,1.0,0.6484375,0.13446911611359874,0.9950599670410156,0.6521739130434783,0.48422552782750306,7.420289855072464,89.60568285981283,,0.20496093750000005,1.0,0.09513429242074005,0.043818909552970096,0.30859375
spectf.csv,,target,349,45,44,349,44,2,0.7277936962750716,True,,0.8580845716555511,0.28573936203519595,3.602688587345971e-19,0.7220630372492837,0.0,0.8712555352956499,0.26809153380031986,0.6361031518624641,0.13753581661891118,0.8624641833810889,0.06017191977077364,0.29914040114613166,39.0,0.22349570200573066,0.3954154727793696,0.7650429799426934,0.2722063037249284,0.3062992125984252,0.9572417303634617,0.7065217391304348,0.32681947183898125,3.7934782608695654,2.1410796368363157e+47,0.06666164022538172,0.2426838586437442,0.6256820152495359,0.10028443645432064,0.033326809836209836,0.3868194842406877
monk3.csv,,target,554,7,6,554,6,2,0.51985559566787,True,,0.8702478583278954,0.21464980055049318,1.0,1.0,1.0,0.25240673886883275,0.06122264521110236,0.631768953068592,0.16425992779783394,0.8357400722021661,0.10830324909747292,0.17942238267148042,17.5,0.0631768953068592,0.4223826714801444,0.6010830324909747,0.3140794223826715,0.26305346700083543,0.988459383023368,0.5664335664335665,0.3126825796299302,3.874125874125874,,0.09823159174801178,0.1854933814681107,0.4317033666282337,0.12886811823215352,0.029059379175237602,0.16606498194945848
monk1.csv,,target,556,7,6,556,6,2,0.5,True,,0.9914676510359399,0.9051235608042824,1.0,1.0,1.0,0.24880095923261392,0.289568345323741,0.8471223021582733,0.2607913669064748,0.7392086330935251,0.3237410071942446,0.37158273381295037,80.5,0.289568345323741,0.5485611510791367,0.7338129496402878,0.38848920863309355,0.3237410071942446,0.9943875834584132,0.8777777777777778,0.3320028232607565,3.088888888888889,10.492043896586962,0.10088139770024303,0.3527038369304555,0.5258019589238753,0.12791021444049314,0.0260301960716967,0.6420863309352518
profb.csv,,target,672,10,9,672,9,2,0.6666666666666666,True,,0.9786672662601603,0.7097184580846876,0.5363956198937073,0.9910714285714286,0.9836309523809523,0.673776455026455,0.5379464285714286,0.8898809523809523,0.41517857142857145,0.5848214285714286,0.3333333333333333,0.41934523809523844,121.5,0.36160714285714285,0.5982142857142857,0.9985119047619048,0.48660714285714285,0.5379464285714286,0.9960494614512472,0.8913043478260869,0.4811020779101285,2.0869565217391304,1553590.8256870676,0.20408396539462062,0.4175496031746034,0.6140673956439109,0.11785369456107213,0.029812563713407618,0.4806547619047619
monk2.csv,,target,601,7,6,601,6,2,0.6572379367720466,True,,0.9929767862164458,0.9187319483936331,1.0,1.0,1.0,0.2526344980587909,0.16174187995633021,0.6472545757071547,0.1064891846921797,0.8935108153078203,0.37271214642262895,0.23660565723793714,41.0,0.13643926788685523,0.3427620632279534,0.6672212978369384,0.19966722129783693,0.23435541354307485,0.9879097787658395,0.7,0.23764015065896363,5.008333333333334,781.3063545230365,0.08081805766656187,0.19002773155851363,0.39959406893608734,0.1229024506221445,0.03094824897843784,0.34608985024958405
Wisconsin_Breast_Cancer_without_ID.csv,,diagnosis,569,31,30,569,30,2,0.6274165202108963,True,,0.6099495132911941,0.06401975045980857,5.683096398096448e-11,0.4833040421792619,0.0,0.8410076157000586,0.04665142244847669,0.13532513181019332,0.04745166959578207,0.9525483304042179,0.014059753954305799,0.05131810193321616,9.5,0.033391915641476276,0.07205623901581722,0.9947275922671354,0.06502636203866433,0.06154537286612758,0.8894925577818206,0.5151515151515151,0.3579723050802896,17.242424242424242,1.7884477387532365e+32,0.10814482104602242,0.04787346221441125,0.3810039074094699,0.11014349643069907,0.03521415926641124,0.04569420035149385
parity5+5.csv,,target,1124,11,10,1124,10,2,0.5044483985765125,True,,0.999920369226887,0.9984132280256102,1.0,1.0,1.0,0.0,0.47663978248994565,0.9830960854092526,0.4101423487544484,0.5898576512455516,0.4386120996441281,0.4838078291814944,267.5,0.47597864768683273,0.6058718861209964,0.9110320284697508,0.9110320284697508,0.22777603627394172,0.9989520142855334,0.87890625,0.45117187500000006,4.390625,0.9720030622463776,,0.4591725978647684,0.9187425860023729,0.09231213899255453,0.037060215637869307,0.7233096085409253
xd6.csv,,target,973,10,9,973,9,2,0.6690647482014388,True,,0.9122096072864601,0.27567849286854035,1.0,1.0,1.0,0.0,0.016622726663389785,0.5889003083247688,0.007194244604316547,0.9928057553956835,0.16135662898252826,0.15477903391572517,4.0,0.008221993833504625,0.263103802672148,0.526207605344296,0.3319630010277492,0.06555132571962866,0.9949003357877492,0.42028985507246375,0.046718617360346215,14.101449275362318,211.70455997304222,,0.10844809866392607,0.5672696128811247,0.10744092768644642,0.034598021489547666,0.17677286742034942
tic_tac_toe.csv,,target,958,10,9,958,9,2,0.6534446764091858,True,,0.9838992769129542,0.7737489808760188,1.0,1.0,1.0,0.34794711203897005,0.2829919998817095,0.5563674321503131,0.2578288100208768,0.7421711899791231,0.2661795407098121,0.2359081419624221,78.0,0.162839248434238,0.3778705636743215,1.0,0.3872651356993737,0.20998210092767236,0.9962604765495269,0.8587570621468926,0.4944465393060764,5.4124293785310735,74.7066003424129,0.038212174216792634,0.2486951983298538,0.7854607303082457,0.10600539126453644,0.03544756407985417,0.12839248434237996
mofn_3_7_10.csv,,target,1324,11,10,1324,10,2,0.7794561933534743,True,,0.8564536166844426,0.12794130871982076,1.0,1.0,1.0,0.0,0.2638441614397309,0.3904833836858006,0.08459214501510574,0.9154078549848943,0.1042296072507553,0.14909365558912416,60.0,0.09063444108761329,0.19184290030211482,0.7734138972809668,0.22885196374622357,0.03928400764574705,0.9746391279743705,0.7894736842105263,0.2925351816886731,34.8421052631579,2129.5414927473626,,0.12874874118831822,0.7930513595166147,0.10519203951929461,0.04187321836889561,0.2122356495468278
GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1.csv,,target,1600,21,20,1600,20,2,0.5,True,,0.9990632943602451,0.963536198510399,0.5,0.99875,0.99875,0.32421875,0.436875,0.89375,0.439375,0.560625,0.295,0.45887500000000064,349.5,0.436875,0.620625,0.994375,0.65625,0.38,0.9989328125,0.8453947368421053,0.4944277986059836,2.6315789473684212,273383469491.47733,0.07760873023390782,0.45077499999999937,0.9525783489853654,0.12050058582733293,0.031953549070809814,0.468125
clean1.csv,,target,476,169,168,476,168,2,0.5651260504201681,True,,0.9595829673617202,0.0012528025098937556,0.0,0.0,0.0,0.9428396358543417,0.10389272890342496,0.43067226890756305,0.07773109243697479,0.9222689075630253,0.1953781512605042,0.16680672268907576,28.0,0.11764705882352941,0.20168067226890757,1.0,0.18907563025210083,0.17952516926171364,0.9787797471929949,0.5977011494252874,0.3894689535158245,5.471264367816092,inf,,0.12506302521008397,0.9755114391675451,0.0978886165130183,0.04408530949019914,0.23739495798319327
GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1.csv,,target,1600,21,20,1600,20,2,0.5,True,,0.9982386008960047,0.932013841430448,1.0,1.0,1.0,0.3114375,0.46875,0.9225,0.488125,0.511875,0.313125,0.48237500000000116,375.0,0.46875,0.690625,0.998125,0.706875,0.405,0.999039453125,0.8487654320987654,0.4989364951446149,2.4691358024691357,45344917572.73845,0.07272332206244111,0.48146458333333286,0.9460146523931787,0.11341260470494513,0.03157204749762803,0.479375
tokyo1.csv,,target,959,45,44,959,44,2,0.6392075078206465,True,,0.7811861655380018,0.06623950803526671,0.0,0.64859228362878,0.08342022940563086,0.6632382216323822,0.0902950247554618,0.22627737226277372,0.08237747653806048,0.9176225234619395,0.10427528675703858,0.0946819603753911,35.0,0.072992700729927,0.14285714285714285,0.8592283628779979,0.1334723670490094,0.13438599138134258,0.8959704506236401,0.8666666666666667,0.2384925059151469,7.991666666666666,1.940450984798167e+71,0.2094682613569525,0.09034758428919012,0.2712273803541472,0.10813694158137205,0.03524934002844204,0.06986444212721585
